LY	2025-01-01	TLV	JFK	https://www.elal.com/flight-search?departure=TLV&arrival=JFK&departureDate=2025-01-01
LY	2025-02-01	TLV	JFK	https://www.elal.com/flight-search?departure=TLV&arrival=JFK&departureDate=2025-02-01
TK	2025-01-01	IST	TLV	https://www.turkishairlines.com/en-int/flights/booking/?origin=IST&destination=TLV&departureDate=2025-01-01
TK	2025-02-01	IST	TLV	https://www.turkishairlines.com/en-int/flights/booking/?origin=IST&destination=TLV&departureDate=2025-02-01
EK	2025-01-01	DXB	JFK	https://www.emirates.com/booking/search-flight/?from=DXB&to=JFK&departureDate=2025-01-01
EK	2025-02-01	DXB	JFK	https://www.emirates.com/booking/search-flight/?from=DXB&to=JFK&departureDate=2025-02-01
RJ	2025-01-01	AMM	TLV	https://www.rj.com/en/book?origin=AMM&destination=TLV&departureDate=2025-01-01&tripType=OW
RJ	2025-02-01	AMM	TLV	https://www.rj.com/en/book?origin=AMM&destination=TLV&departureDate=2025-02-01&tripType=OW
ET	2025-01-01	ADD	TLV	https://www.ethiopianairlines.com/booking/flight-search?origin=ADD&destination=TLV&departureDate=2025-01-01
ET	2025-02-01	ADD	TLV	https://www.ethiopianairlines.com/booking/flight-search?origin=ADD&destination=TLV&departureDate=2025-02-01
FZ	2025-01-01	DXB	TLV	https://www.flydubai.com/en/plan/booking/#/search/DXB-TLV/2025-01-01
FZ	2025-02-01	DXB	TLV	https://www.flydubai.com/en/plan/booking/#/search/DXB-TLV/2025-02-01
SU	2025-01-01	SVO	JFK	https://www.aeroflot.com/sb/booking/flight-search?origin=SVO&destination=JFK&departureDate=2025-01-01
SU	2025-02-01	SVO	JFK	https://www.aeroflot.com/sb/booking/flight-search?origin=SVO&destination=JFK&departureDate=2025-02-01
OS	2025-01-01	VIE	TLV	https://www.austrian.com/en/flight/offer?origin=VIE&destination=TLV&outboundDate=2025-01-01
OS	2025-02-01	VIE	TLV	https://www.austrian.com/en/flight/offer?origin=VIE&destination=TLV&outboundDate=2025-02-01
LH	2025-01-01	FRA	TLV	https://www.lufthansa.com/booking/flight-selection?origin=FRA&destination=TLV&outboundDate=2025-01-01
LH	2025-02-01	FRA	TLV	https://www.lufthansa.com/booking/flight-selection?origin=FRA&destination=TLV&outboundDate=2025-02-01
AF	2025-01-01	CDG	TLV	https://wwws.airfrance.com/search?from=CDG&to=TLV&date=2025-01-01
AF	2025-02-01	CDG	TLV	https://wwws.airfrance.com/search?from=CDG&to=TLV&date=2025-02-01
KL	2025-01-01	AMS	TLV	https://www.klm.com/search?from=AMS&to=TLV&date=2025-01-01
KL	2025-02-01	AMS	TLV	https://www.klm.com/search?from=AMS&to=TLV&date=2025-02-01
BA	2025-01-01	LHR	TLV	https://www.britishairways.com/travel/flight-search/public/en_us?from=LHR&to=TLV&depart=2025-01-01
BA	2025-02-01	LHR	TLV	https://www.britishairways.com/travel/flight-search/public/en_us?from=LHR&to=TLV&depart=2025-02-01
QR	2025-01-01	DOH	TLV	https://www.qatarairways.com/app/booking/flight-selection?fromStation=DOH&toStation=TLV&outboundDate=2025-01-01
QR	2025-02-01	DOH	TLV	https://www.qatarairways.com/app/booking/flight-selection?fromStation=DOH&toStation=TLV&outboundDate=2025-02-01
EY	2025-01-01	AUH	TLV	https://www.etihad.com/en/book/flights?from=AUH&to=TLV&departureDate=2025-01-01
EY	2025-02-01	AUH	TLV	https://www.etihad.com/en/book/flights?from=AUH&to=TLV&departureDate=2025-02-01
NH	2025-01-01	HND	LAX	https://www.ana.co.jp/en/us/book/flight?departure=HND&arrival=LAX&departureDate=2025-01-01
NH	2025-02-01	HND	LAX	https://www.ana.co.jp/en/us/book/flight?departure=HND&arrival=LAX&departureDate=2025-02-01
SQ	2025-01-01	SIN	LHR	https://www.singaporeair.com/en_UK/us/plan-travel/booking?from=SIN&to=LHR&departDate=2025-01-01
SQ	2025-02-01	SIN	LHR	https://www.singaporeair.com/en_UK/us/plan-travel/booking?from=SIN&to=LHR&departDate=2025-02-01
CX	2025-01-01	HKG	LHR	https://www.cathaypacific.com/cx/en_US/book-a-trip/flights/booking?origin=HKG&destination=LHR&depart-date=2025-01-01
CX	2025-02-01	HKG	LHR	https://www.cathaypacific.com/cx/en_US/book-a-trip/flights/booking?origin=HKG&destination=LHR&depart-date=2025-02-01
TG	2025-01-01	BKK	TLV	https://www.thaiairways.com/en/book-a-flight/flight-search?origin=BKK&destination=TLV&departureDate=2025-01-01
TG	2025-02-01	BKK	TLV	https://www.thaiairways.com/en/book-a-flight/flight-search?origin=BKK&destination=TLV&departureDate=2025-02-01
AI	2025-01-01	DEL	LHR	https://www.airindia.com/booking/flight-search?from=DEL&to=LHR&departureDate=2025-01-01
AI	2025-02-01	DEL	LHR	https://www.airindia.com/booking/flight-search?from=DEL&to=LHR&departureDate=2025-02-01
HU	2025-01-01	PEK	LAX	https://www.hainanairlines.com/US/GB/book-flights?origin=PEK&destination=LAX&departureDate=2025-01-01
HU	2025-02-01	PEK	LAX	https://www.hainanairlines.com/US/GB/book-flights?origin=PEK&destination=LAX&departureDate=2025-02-01
CZ	2025-01-01	CAN	LAX	https://www.csair.com/en/booking/flight-search?from=CAN&to=LAX&departureDate=2025-01-01
CZ	2025-02-01	CAN	LAX	https://www.csair.com/en/booking/flight-search?from=CAN&to=LAX&departureDate=2025-02-01
MU	2025-01-01	PVG	CDG	https://www.chinaeasternairlines.com/en/booking/flight-search?from=PVG&to=CDG&departureDate=2025-01-01
MU	2025-02-01	PVG	CDG	https://www.chinaeasternairlines.com/en/booking/flight-search?from=PVG&to=CDG&departureDate=2025-02-01
3U	2025-01-01	CTU	SZX	https://www.sichuanair.com/en/booking/flights?origin=CTU&destination=SZX&departureDate=2025-01-01
3U	2025-02-01	CTU	SZX	https://www.sichuanair.com/en/booking/flights?origin=CTU&destination=SZX&departureDate=2025-02-01
HY	2025-01-01	TAS	IST	https://www.uzairways.com/en/booking/flights?origin=TAS&destination=IST&departureDate=2025-01-01
HY	2025-02-01	TAS	IST	https://www.uzairways.com/en/booking/flights?origin=TAS&destination=IST&departureDate=2025-02-01
AA	2025-01-01	JFK	LAX	https://www.aa.com/booking/find-flights?tripType=oneway&origin=JFK&destination=LAX&departDate=2025-01-01
AA	2025-02-01	JFK	LAX	https://www.aa.com/booking/find-flights?tripType=oneway&origin=JFK&destination=LAX&departDate=2025-02-01
UA	2025-01-01	EWR	TLV	https://www.united.com/en/us/fsr/choose-flights?f=EWR&t=TLV&d=2025-01-01&tt=1
UA	2025-02-01	EWR	TLV	https://www.united.com/en/us/fsr/choose-flights?f=EWR&t=TLV&d=2025-02-01&tt=1
DL	2025-01-01	ATL	JFK	https://www.delta.com/flight-search/search?tripType=ONE_WAY&originCity=ATL&destinationCity=JFK&departureDate=2025-01-01
DL	2025-02-01	ATL	JFK	https://www.delta.com/flight-search/search?tripType=ONE_WAY&originCity=ATL&destinationCity=JFK&departureDate=2025-02-01
WN	2025-01-01	DAL	LAX	https://www.southwest.com/air/booking/select.html?originationAirportCode=DAL&destinationAirportCode=LAX&departureDate=2025-01-01
WN	2025-02-01	DAL	LAX	https://www.southwest.com/air/booking/select.html?originationAirportCode=DAL&destinationAirportCode=LAX&departureDate=2025-02-01
AS	2025-01-01	SEA	LAX	https://www.alaskaair.com/planbook/shopping?o=SEA&d=LAX&depDate=2025-01-01&tripType=oneway
AS	2025-02-01	SEA	LAX	https://www.alaskaair.com/planbook/shopping?o=SEA&d=LAX&depDate=2025-02-01&tripType=oneway
B6	2025-01-01	JFK	BOS	https://www.jetblue.com/booking/flights?from=JFK&to=BOS&depart=2025-01-01&type=oneway
B6	2025-02-01	JFK	BOS	https://www.jetblue.com/booking/flights?from=JFK&to=BOS&depart=2025-02-01&type=oneway
AC	2025-01-01	YYZ	TLV	https://www.aircanada.com/ca/en/aco/home/app.html#/search?origin=YYZ&destination=TLV&departureDate=2025-01-01&tripType=oneway
AC	2025-02-01	YYZ	TLV	https://www.aircanada.com/ca/en/aco/home/app.html#/search?origin=YYZ&destination=TLV&departureDate=2025-02-01&tripType=oneway
WS	2025-01-01	YYC	LGW	https://www.westjet.com/en-ca/book-trip/select-flights?origin=YYC&destination=LGW&departDate=2025-01-01
WS	2025-02-01	YYC	LGW	https://www.westjet.com/en-ca/book-trip/select-flights?origin=YYC&destination=LGW&departDate=2025-02-01
LA	2025-01-01	GRU	MAD	https://www.latamairlines.com/us/en/flight-booking?origin=GRU&destination=MAD&departure=2025-01-01
LA	2025-02-01	GRU	MAD	https://www.latamairlines.com/us/en/flight-booking?origin=GRU&destination=MAD&departure=2025-02-01
AV	2025-01-01	BOG	MIA	https://www.avianca.com/en/booking/flights?origin=BOG&destination=MIA&departureDate=2025-01-01
AV	2025-02-01	BOG	MIA	https://www.avianca.com/en/booking/flights?origin=BOG&destination=MIA&departureDate=2025-02-01
CM	2025-01-01	PTY	MIA	https://www.copaair.com/en-us/flight-search?origin=PTY&destination=MIA&departureDate=2025-01-01
CM	2025-02-01	PTY	MIA	https://www.copaair.com/en-us/flight-search?origin=PTY&destination=MIA&departureDate=2025-02-01
AM	2025-01-01	MEX	MAD	https://aeromexico.com/en-us/book/flights?departure=MEX&arrival=MAD&date=2025-01-01
AM	2025-02-01	MEX	MAD	https://aeromexico.com/en-us/book/flights?departure=MEX&arrival=MAD&date=2025-02-01
G3	2025-01-01	GRU	GIG	https://www.voegol.com.br/en/bookings/flight-search?from=GRU&to=GIG&date=2025-01-01
G3	2025-02-01	GRU	GIG	https://www.voegol.com.br/en/bookings/flight-search?from=GRU&to=GIG&date=2025-02-01
IB	2025-01-01	MAD	TLV	https://www.iberia.com/booking/flight-search?origin=MAD&destination=TLV&departureDate=2025-01-01
IB	2025-02-01	MAD	TLV	https://www.iberia.com/booking/flight-search?origin=MAD&destination=TLV&departureDate=2025-02-01
UX	2025-01-01	MAD	TLV	https://www.aireuropa.com/en/flights?from=MAD&to=TLV&departureDate=2025-01-01
UX	2025-02-01	MAD	TLV	https://www.aireuropa.com/en/flights?from=MAD&to=TLV&departureDate=2025-02-01
AY	2025-01-01	HEL	TLV	https://www.finnair.com/en/booking?origin=HEL&destination=TLV&departureDate=2025-01-01
AY	2025-02-01	HEL	TLV	https://www.finnair.com/en/booking?origin=HEL&destination=TLV&departureDate=2025-02-01
SK	2025-01-01	CPH	TLV	https://www.flysas.com/en/booking?origin=CPH&destination=TLV&outDate=2025-01-01
SK	2025-02-01	CPH	TLV	https://www.flysas.com/en/booking?origin=CPH&destination=TLV&outDate=2025-02-01
LO	2025-01-01	WAW	TLV	https://www.lot.com/flight-search?origin=WAW&destination=TLV&departureDate=2025-01-01
LO	2025-02-01	WAW	TLV	https://www.lot.com/flight-search?origin=WAW&destination=TLV&departureDate=2025-02-01
TP	2025-01-01	LIS	TLV	https://www.flytap.com/en-pt/plan-book/flights?from=LIS&to=TLV&departing=2025-01-01
TP	2025-02-01	LIS	TLV	https://www.flytap.com/en-pt/plan-book/flights?from=LIS&to=TLV&departing=2025-02-01
LX	2025-01-01	ZRH	TLV	https://www.swiss.com/us/en/flight-booking/flight-search?origin=ZRH&destination=TLV&date=2025-01-01
LX	2025-02-01	ZRH	TLV	https://www.swiss.com/us/en/flight-booking/flight-search?origin=ZRH&destination=TLV&date=2025-02-01
SN	2025-01-01	BRU	TLV	https://www.brusselsairlines.com/en/en/flight-booking/flight-search?origin=BRU&destination=TLV&departureDate=2025-01-01
SN	2025-02-01	BRU	TLV	https://www.brusselsairlines.com/en/en/flight-booking/flight-search?origin=BRU&destination=TLV&departureDate=2025-02-01
A3	2025-01-01	ATH	TLV	https://en.aegeanair.com/plan/book-a-flight?from=ATH&to=TLV&departure-date=2025-01-01
A3	2025-02-01	ATH	TLV	https://en.aegeanair.com/plan/book-a-flight?from=ATH&to=TLV&departure-date=2025-02-01
EI	2025-01-01	DUB	JFK	https://www.aerlingus.com/html/booking-search?from=DUB&to=JFK&depDate=2025-01-01
EI	2025-02-01	DUB	JFK	https://www.aerlingus.com/html/booking-search?from=DUB&to=JFK&depDate=2025-02-01
BT	2025-01-01	RIX	TLV	https://www.airbaltic.com/en/flights?from=RIX&to=TLV&departureDate=2025-01-01
BT	2025-02-01	RIX	TLV	https://www.airbaltic.com/en/flights?from=RIX&to=TLV&departureDate=2025-02-01
VY	2025-01-01	BCN	TLV	https://www.vueling.com/en/bookings/flights?from=BCN&to=TLV&departureDate=2025-01-01
VY	2025-02-01	BCN	TLV	https://www.vueling.com/en/bookings/flights?from=BCN&to=TLV&departureDate=2025-02-01
U2	2025-01-01	LGW	TLV	https://www.easyjet.com/en/booking/flights?origin=LGW&destination=TLV&departDate=2025-01-01
U2	2025-02-01	LGW	TLV	https://www.easyjet.com/en/booking/flights?origin=LGW&destination=TLV&departDate=2025-02-01
FR	2025-01-01	STN	TLV	https://www.ryanair.com/booking/home/en-us?orig=STN&dest=TLV&dateout=2025-01-01
FR	2025-02-01	STN	TLV	https://www.ryanair.com/booking/home/en-us?orig=STN&dest=TLV&dateout=2025-02-01
DY	2025-01-01	OSL	TLV	https://www.norwegian.com/en/booking/flight-tickets/select-flight/?D_City=OSL&A_City=TLV&D_Date=2025-01-01
DY	2025-02-01	OSL	TLV	https://www.norwegian.com/en/booking/flight-tickets/select-flight/?D_City=OSL&A_City=TLV&D_Date=2025-02-01
W6	2025-01-01	BUD	TLV	https://wizzair.com/en-gb/flights/BUD/TLV/2025-01-01
W6	2025-02-01	BUD	TLV	https://wizzair.com/en-gb/flights/BUD/TLV/2025-02-01
PC	2025-01-01	SAW	TLV	https://www.flypgs.com/en/booking?departure=SAW&arrival=TLV&departureDate=2025-01-01
PC	2025-02-01	SAW	TLV	https://www.flypgs.com/en/booking?departure=SAW&arrival=TLV&departureDate=2025-02-01
QF	2025-01-01	SYD	LAX	https://www.qantas.com/book/search?origin=SYD&destination=LAX&departing=2025-01-01
QF	2025-02-01	SYD	LAX	https://www.qantas.com/book/search?origin=SYD&destination=LAX&departing=2025-02-01
NZ	2025-01-01	AKL	LAX	https://www.airnewzealand.com/booking/flights?from=AKL&to=LAX&departuredate=2025-01-01
NZ	2025-02-01	AKL	LAX	https://www.airnewzealand.com/booking/flights?from=AKL&to=LAX&departuredate=2025-02-01
VA	2025-01-01	SYD	MEL	https://www.virginaustralia.com/bookings/flight-search?from=SYD&to=MEL&departureDate=2025-01-01
VA	2025-02-01	SYD	MEL	https://www.virginaustralia.com/bookings/flight-search?from=SYD&to=MEL&departureDate=2025-02-01
VS	2025-01-01	LHR	JFK	https://www.virginatlantic.com/book/flight-search?from=LHR&to=JFK&departureDate=2025-01-01
VS	2025-02-01	LHR	JFK	https://www.virginatlantic.com/book/flight-search?from=LHR&to=JFK&departureDate=2025-02-01
JL	2025-01-01	HND	LAX	https://www.jal.co.jp/ar/en/book/flights?org=HND&dst=LAX&depdate=2025-01-01
JL	2025-02-01	HND	LAX	https://www.jal.co.jp/ar/en/book/flights?org=HND&dst=LAX&depdate=2025-02-01
KE	2025-01-01	ICN	LAX	https://www.koreanair.com/us/en/booking/search-flights?origin=ICN&destination=LAX&departureDate=2025-01-01
KE	2025-02-01	ICN	LAX	https://www.koreanair.com/us/en/booking/search-flights?origin=ICN&destination=LAX&departureDate=2025-02-01
OZ	2025-01-01	ICN	JFK	https://flyasiana.com/C/en/homepage/booking/flight-search?depCity=ICN&arrCity=JFK&depDate=2025-01-01
OZ	2025-02-01	ICN	JFK	https://flyasiana.com/C/en/homepage/booking/flight-search?depCity=ICN&arrCity=JFK&depDate=2025-02-01
VN	2025-01-01	HAN	SGN	https://www.vietnamairlines.com/us/en/plan-book/booking?dep=HAN&arr=SGN&depdate=2025-01-01
VN	2025-02-01	HAN	SGN	https://www.vietnamairlines.com/us/en/plan-book/booking?dep=HAN&arr=SGN&depdate=2025-02-01
MH	2025-01-01	KUL	LHR	https://www.malaysiaairlines.com/my/en/plan-book/book-a-flight.html?origin=KUL&destination=LHR&departureDate=2025-01-01
MH	2025-02-01	KUL	LHR	https://www.malaysiaairlines.com/my/en/plan-book/book-a-flight.html?origin=KUL&destination=LHR&departureDate=2025-02-01
GA	2025-01-01	CGK	DPS	https://www.garuda-indonesia.com/en/garuda-indonesia-flight-search?origin=CGK&destination=DPS&departureDate=2025-01-01
GA	2025-02-01	CGK	DPS	https://www.garuda-indonesia.com/en/garuda-indonesia-flight-search?origin=CGK&destination=DPS&departureDate=2025-02-01
BR	2025-01-01	TPE	LAX	https://booking.evaair.com/flyeva/eva/b2c/booking/flight-search?origin=TPE&destination=LAX&departureDate=2025-01-01
BR	2025-02-01	TPE	LAX	https://booking.evaair.com/flyeva/eva/b2c/booking/flight-search?origin=TPE&destination=LAX&departureDate=2025-02-01
CI	2025-01-01	TPE	LAX	https://book.china-airlines.com/ssw/book/schedule-search?org=TPE&dst=LAX&outboundDate=2025-01-01
CI	2025-02-01	TPE	LAX	https://book.china-airlines.com/ssw/book/schedule-search?org=TPE&dst=LAX&outboundDate=2025-02-01
WY	2025-01-01	MCT	LHR	https://www.omanair.com/booking/flight-search?origin=MCT&destination=LHR&departureDate=2025-01-01
WY	2025-02-01	MCT	LHR	https://www.omanair.com/booking/flight-search?origin=MCT&destination=LHR&departureDate=2025-02-01
SV	2025-01-01	JED	LHR	https://www.saudia.com/booking/flights/search?origin=JED&destination=LHR&departureDate=2025-01-01
SV	2025-02-01	JED	LHR	https://www.saudia.com/booking/flights/search?origin=JED&destination=LHR&departureDate=2025-02-01
KU	2025-01-01	KWI	LHR	https://www.kuwaitairways.com/en/booking/flights?origin=KWI&destination=LHR&departureDate=2025-01-01
KU	2025-02-01	KWI	LHR	https://www.kuwaitairways.com/en/booking/flights?origin=KWI&destination=LHR&departureDate=2025-02-01
GF	2025-01-01	BAH	LHR	https://www.gulfair.com/plan-your-trip/flight-search?from=BAH&to=LHR&depart=2025-01-01
GF	2025-02-01	BAH	LHR	https://www.gulfair.com/plan-your-trip/flight-search?from=BAH&to=LHR&depart=2025-02-01
ME	2025-01-01	BEY	CDG	https://www.mea.com.lb/english/plan-and-book/flight-search?origin=BEY&destination=CDG&departureDate=2025-01-01
ME	2025-02-01	BEY	CDG	https://www.mea.com.lb/english/plan-and-book/flight-search?origin=BEY&destination=CDG&departureDate=2025-02-01
UL	2025-01-01	CMB	LHR	https://www.srilankan.com/en_uk/plan-and-book/flight-search?origin=CMB&destination=LHR&departureDate=2025-01-01
UL	2025-02-01	CMB	LHR	https://www.srilankan.com/en_uk/plan-and-book/flight-search?origin=CMB&destination=LHR&departureDate=2025-02-01
SA	2025-01-01	JNB	LHR	https://www.flysaa.com/manage-bookings/flights?from=JNB&to=LHR&departure=2025-01-01
SA	2025-02-01	JNB	LHR	https://www.flysaa.com/manage-bookings/flights?from=JNB&to=LHR&departure=2025-02-01
MS	2025-01-01	CAI	LHR	https://www.egyptair.com/en/Plan/Pages/FlightsSearchResult.aspx?ORG=CAI&DST=LHR&DT=2025-01-01
MS	2025-02-01	CAI	LHR	https://www.egyptair.com/en/Plan/Pages/FlightsSearchResult.aspx?ORG=CAI&DST=LHR&DT=2025-02-01
OK	2025-01-01	PRG	CDG	https://www.csa.cz/en/booking/flight-search?origin=PRG&destination=CDG&date=2025-01-01
OK	2025-02-01	PRG	CDG	https://www.csa.cz/en/booking/flight-search?origin=PRG&destination=CDG&date=2025-02-01
RO	2025-01-01	OTP	LHR	https://www.tarom.ro/en/booking/flights?origin=OTP&destination=LHR&departureDate=2025-01-01
RO	2025-02-01	OTP	LHR	https://www.tarom.ro/en/booking/flights?origin=OTP&destination=LHR&departureDate=2025-02-01
OU	2025-01-01	ZAG	FRA	https://www.croatiaairlines.com/book/flights?origin=ZAG&destination=FRA&departureDate=2025-01-01
OU	2025-02-01	ZAG	FRA	https://www.croatiaairlines.com/book/flights?origin=ZAG&destination=FRA&departureDate=2025-02-01
IZ	2025-01-01	TLV	ETH	https://www.arkia.com/booking/flights?from=TLV&to=ETH&date=2025-01-01
IZ	2025-02-01	TLV	ETH	https://www.arkia.com/booking/flights?from=TLV&to=ETH&date=2025-02-01
6H	2025-01-01	TLV	LCA	https://www.israir.co.il/en/booking/flights?from=TLV&to=LCA&departureDate=2025-01-01
6H	2025-02-01	TLV	LCA	https://www.israir.co.il/en/booking/flights?from=TLV&to=LCA&departureDate=2025-02-01
5C	2025-01-01	TLV	LAX	https://www.cal-cargo.com/booking?origin=TLV&destination=LAX&departureDate=2025-01-01
5C	2025-02-01	TLV	LAX	https://www.cal-cargo.com/booking?origin=TLV&destination=LAX&departureDate=2025-02-01
2U	2025-01-01	TLV	ATH	https://www.elal.com/flight-search?departure=TLV&arrival=ATH&departureDate=2025-01-01
2U	2025-02-01	TLV	ATH	https://www.elal.com/flight-search?departure=TLV&arrival=ATH&departureDate=2025-02-01
U8	2025-01-01	TLV	LCA	https://www.tusairways.com/flights?origin=TLV&destination=LCA&departureDate=2025-01-01
U8	2025-02-01	TLV	LCA	https://www.tusairways.com/flights?origin=TLV&destination=LCA&departureDate=2025-02-01
X7	2025-01-01	TLV	FRA	https://www.challengairlines.com/booking?origin=TLV&destination=FRA&departureDate=2025-01-01
X7	2025-02-01	TLV	FRA	https://www.challengairlines.com/booking?origin=TLV&destination=FRA&departureDate=2025-02-01
AZ	2025-01-01	FCO	TLV	https://www.itaspa.com/en_gb/booking/flight-search?origin=FCO&destination=TLV&departureDate=2025-01-01
AZ	2025-02-01	FCO	TLV	https://www.itaspa.com/en_gb/booking/flight-search?origin=FCO&destination=TLV&departureDate=2025-02-01
EW	2025-01-01	CGN	TLV	https://www.eurowings.com/en/book/flights?from=CGN&to=TLV&departure=2025-01-01
EW	2025-02-01	CGN	TLV	https://www.eurowings.com/en/book/flights?from=CGN&to=TLV&departure=2025-02-01
LS	2025-01-01	MAN	PMI	https://www.jet2.com/en/flight-search?from=MAN&to=PMI&departure=2025-01-01
LS	2025-02-01	MAN	PMI	https://www.jet2.com/en/flight-search?from=MAN&to=PMI&departure=2025-02-01
F9	2025-01-01	DEN	LAS	https://www.flyfrontier.com/booking/search?from=DEN&to=LAS&departDate=2025-01-01
F9	2025-02-01	DEN	LAS	https://www.flyfrontier.com/booking/search?from=DEN&to=LAS&departDate=2025-02-01
NK	2025-01-01	FLL	MCO	https://www.spirit.com/book/flights?from=FLL&to=MCO&departureDate=2025-01-01
NK	2025-02-01	FLL	MCO	https://www.spirit.com/book/flights?from=FLL&to=MCO&departureDate=2025-02-01
HA	2025-01-01	HNL	LAX	https://www.hawaiianairlines.com/booking/flights?from=HNL&to=LAX&date=2025-01-01
HA	2025-02-01	HNL	LAX	https://www.hawaiianairlines.com/booking/flights?from=HNL&to=LAX&date=2025-02-01
TS	2025-01-01	YUL	CDG	https://www.airtransat.com/en-US/book/flights?from=YUL&to=CDG&departureDate=2025-01-01
TS	2025-02-01	YUL	CDG	https://www.airtransat.com/en-US/book/flights?from=YUL&to=CDG&departureDate=2025-02-01
VB	2025-01-01	MTY	CUN	https://www.vivaaerobus.com/en-us/booking?origin=MTY&destination=CUN&departureDate=2025-01-01
VB	2025-02-01	MTY	CUN	https://www.vivaaerobus.com/en-us/booking?origin=MTY&destination=CUN&departureDate=2025-02-01
Y4	2025-01-01	MEX	CUN	https://www.volaris.com/book/flights?origin=MEX&destination=CUN&departureDate=2025-01-01
Y4	2025-02-01	MEX	CUN	https://www.volaris.com/book/flights?origin=MEX&destination=CUN&departureDate=2025-02-01
AD	2025-01-01	VCP	FLL	https://www.voeazul.com.br/book/flights?origin=VCP&destination=FLL&departureDate=2025-01-01
AD	2025-02-01	VCP	FLL	https://www.voeazul.com.br/book/flights?origin=VCP&destination=FLL&departureDate=2025-02-01
AR	2025-01-01	EZE	MAD	https://www.aerolineas.com.ar/booking/flights?from=EZE&to=MAD&departureDate=2025-01-01
AR	2025-02-01	EZE	MAD	https://www.aerolineas.com.ar/booking/flights?from=EZE&to=MAD&departureDate=2025-02-01
H2	2025-01-01	SCL	LIM	https://www.skyairline.com/en/booking/flights?origin=SCL&destination=LIM&departureDate=2025-01-01
H2	2025-02-01	SCL	LIM	https://www.skyairline.com/en/booking/flights?origin=SCL&destination=LIM&departureDate=2025-02-01
PR	2025-01-01	MNL	LAX	https://www.philippineairlines.com/en/book/flights?origin=MNL&destination=LAX&departureDate=2025-01-01
PR	2025-02-01	MNL	LAX	https://www.philippineairlines.com/en/book/flights?origin=MNL&destination=LAX&departureDate=2025-02-01
AK	2025-01-01	KUL	SIN	https://www.airasia.com/flight/search?origin=KUL&destination=SIN&departureDate=2025-01-01
AK	2025-02-01	KUL	SIN	https://www.airasia.com/flight/search?origin=KUL&destination=SIN&departureDate=2025-02-01
5J	2025-01-01	MNL	CEB	https://book.cebupacificair.com/Search?o1=MNL&d1=CEB&dd1=2025-01-01
5J	2025-02-01	MNL	CEB	https://book.cebupacificair.com/Search?o1=MNL&d1=CEB&dd1=2025-02-01
KQ	2025-01-01	NBO	LHR	https://www.kenya-airways.com/en/booking/flights?origin=NBO&destination=LHR&departureDate=2025-01-01
KQ	2025-02-01	NBO	LHR	https://www.kenya-airways.com/en/booking/flights?origin=NBO&destination=LHR&departureDate=2025-02-01
AT	2025-01-01	CMN	CDG	https://www.royalairmaroc.com/us-en/plan-book/flight-search?from=CMN&to=CDG&departing=2025-01-01
AT	2025-02-01	CMN	CDG	https://www.royalairmaroc.com/us-en/plan-book/flight-search?from=CMN&to=CDG&departing=2025-02-01
TU	2025-01-01	TUN	CDG	https://www.tunisair.com/en/booking/flights?origin=TUN&destination=CDG&departureDate=2025-01-01
TU	2025-02-01	TUN	CDG	https://www.tunisair.com/en/booking/flights?origin=TUN&destination=CDG&departureDate=2025-02-01
MK	2025-01-01	MRU	CDG	https://www.airmauritius.com/book/flights?origin=MRU&destination=CDG&departureDate=2025-01-01
MK	2025-02-01	MRU	CDG	https://www.airmauritius.com/book/flights?origin=MRU&destination=CDG&departureDate=2025-02-01
WB	2025-01-01	KGL	LHR	https://www.rwandair.com/booking/flights?from=KGL&to=LHR&departureDate=2025-01-01
WB	2025-02-01	KGL	LHR	https://www.rwandair.com/booking/flights?from=KGL&to=LHR&departureDate=2025-02-01
CA	2025-01-01	PEK	LAX	https://www.airchina.us/US/GB/book-flight/flight-search?origin=PEK&destination=LAX&departureDate=2025-01-01
CA	2025-02-01	PEK	LAX	https://www.airchina.us/US/GB/book-flight/flight-search?origin=PEK&destination=LAX&departureDate=2025-02-01
JQ	2025-01-01	MEL	DPS	https://www.jetstar.com/au/en/flight-search?origin=MEL&destination=DPS&departureDate=2025-01-01
JQ	2025-02-01	MEL	DPS	https://www.jetstar.com/au/en/flight-search?origin=MEL&destination=DPS&departureDate=2025-02-01
